transaction_id,customer_id,amount,currency,timestamp,counterparty_id,transaction_type,channel
TXN_00000650,CUST_00320,1618.29,USD,2024-01-19 05:50:00,CP_0057,ach,online
TXN_00000651,CUST_00014,935.85,EUR,2024-03-18 09:42:00,CP_0024,atm,branch
TXN_00000652,CUST_00109,219.78,EUR,2024-10-14 12:27:00,CP_0150,check,online
TXN_00000653,CUST_00419,30.1,USD,2024-08-23 06:07:00,CP_0189,check,atm
TXN_00000654,CUST_00216,851.77,USD,2024-12-17 18:34:00,CP_0197,check,online
TXN_00000655,CUST_00103,54.9,USD,2024-02-24 12:53:00,CP_0140,wire,online
TXN_00000656,CUST_00086,2.89,EUR,2024-04-16 13:46:00,CP_0079,card,online
TXN_00000657,CUST_00244,612.43,USD,2024-09-15 21:38:00,CP_0110,atm,mobile
TXN_00000658,CUST_00211,501.1,USD,2024-01-29 03:42:00,CP_0022,ach,online
TXN_00000659,CUST_00324,37494.86,USD,2024-01-22 09:11:00,CP_0129,check,atm
TXN_00000660,CUST_00342,130.19,EUR,2024-04-19 13:13:00,CP_0181,wire,online
TXN_00000661,CUST_00193,285.92,USD,2024-02-18 08:39:00,CP_0029,card,online
TXN_00000662,CUST_00130,800.84,EUR,2024-06-10 11:20:00,CP_0167,check,mobile
TXN_00000663,CUST_00274,1657.33,USD,2024-08-09 23:38:00,CP_0141,atm,atm
TXN_00000664,CUST_00440,59.2,USD,2024-12-22 07:06:00,CP_0042,ach,atm
TXN_00000665,CUST_00114,4.59,USD,2024-02-09 03:56:00,CP_0156,wire,atm
TXN_00000666,CUST_00439,1573.38,USD,2024-02-02 00:41:00,CP_0155,card,branch
TXN_00000667,CUST_00097,14140.58,EUR,2024-12-07 23:41:00,CP_0116,wire,branch
TXN_00000668,CUST_00219,3567.71,USD,2024-03-02 09:42:00,CP_0061,check,online
TXN_00000669,CUST_00395,467.85,USD,2024-10-23 05:43:00,CP_0121,atm,online
TXN_00000670,CUST_00380,19.05,USD,2024-08-25 12:22:00,CP_0110,ach,mobile
TXN_00000671,CUST_00347,1737.15,USD,2024-09-13 13:10:00,CP_0028,card,mobile
TXN_00000672,CUST_00312,45.26,EUR,2024-04-20 01:17:00,CP_0078,card,branch
TXN_00000673,CUST_00347,106.56,EUR,2024-07-25 23:56:00,CP_0173,wire,mobile
TXN_00000674,CUST_00357,3522.6,EUR,2024-06-30 13:19:00,CP_0087,wire,branch
TXN_00000675,CUST_00006,15.87,USD,2024-07-13 06:00:00,CP_0074,ach,online
TXN_00000676,CUST_00390,20.21,USD,2024-12-09 02:40:00,CP_0181,check,branch
TXN_00000677,CUST_00003,168.94,USD,2024-08-05 01:39:00,CP_0001,ach,online
TXN_00000678,CUST_00188,3.7,USD,2024-06-26 15:41:00,CP_0121,ach,atm
TXN_00000679,CUST_00412,933.93,USD,2024-07-12 05:46:00,CP_0187,check,online
TXN_00000680,CUST_00016,2.77,USD,2024-07-26 09:07:00,CP_0030,card,branch
TXN_00000681,CUST_00107,249.89,EUR,2024-03-07 12:01:00,CP_0090,atm,mobile
TXN_00000682,CUST_00454,14.36,USD,2024-10-04 14:29:00,CP_0070,check,atm
TXN_00000683,CUST_00151,1566.28,USD,2024-05-24 23:45:00,CP_0095,atm,branch
TXN_00000684,CUST_00248,427.11,USD,2024-07-01 20:48:00,CP_0190,atm,mobile
TXN_00000685,CUST_00257,1925.2,USD,2024-01-12 11:55:00,CP_0182,ach,mobile
TXN_00000686,CUST_00134,92.88,USD,2024-03-09 05:14:00,CP_0095,ach,mobile
TXN_00000687,CUST_00067,746.12,EUR,2024-08-13 07:44:00,CP_0098,atm,atm
TXN_00000688,CUST_00021,36.81,USD,2024-10-19 21:33:00,CP_0167,check,atm
TXN_00000689,CUST_00219,384.05,USD,2024-03-12 09:48:00,CP_0150,atm,mobile
TXN_00000690,CUST_00196,196.76,USD,2024-03-26 22:49:00,CP_0015,atm,mobile
TXN_00000691,CUST_00366,3559.07,USD,2024-03-03 14:20:00,CP_0035,check,mobile
TXN_00000692,CUST_00293,0.42,USD,2024-07-30 23:53:00,CP_0084,check,mobile
TXN_00000693,CUST_00084,538684.56,EUR,2024-10-26 14:36:00,CP_0195,wire,atm
TXN_00000694,CUST_00333,210.73,USD,2024-07-25 09:45:00,CP_0110,wire,online
TXN_00000695,CUST_00305,10.24,USD,2024-10-18 07:55:00,CP_0154,wire,atm
TXN_00000696,CUST_00376,203.93,USD,2024-08-06 10:37:00,CP_0141,card,branch
TXN_00000697,CUST_00283,71.2,EUR,2024-03-13 03:04:00,CP_0092,card,atm
TXN_00000698,CUST_00154,57.9,EUR,2024-01-06 00:35:00,CP_0046,wire,branch
TXN_00000699,CUST_00495,2698.32,EUR,2024-06-26 10:13:00,CP_0024,atm,online
TXN_00000700,CUST_00196,513.63,USD,2024-07-30 18:38:00,CP_0076,atm,branch
TXN_00000701,CUST_00110,1188.42,USD,2024-01-16 00:50:00,CP_0035,atm,branch
TXN_00000702,CUST_00237,14973.57,USD,2024-08-09 11:03:00,CP_0019,ach,atm
TXN_00000703,CUST_00438,103.8,EUR,2024-05-28 19:44:00,CP_0147,check,mobile
TXN_00000704,CUST_00179,30.23,EUR,2024-08-27 21:10:00,CP_0054,check,atm
TXN_00000705,CUST_00418,346.81,USD,2024-10-02 01:43:00,CP_0183,atm,branch
TXN_00000706,CUST_00231,91.02,USD,2024-03-29 05:19:00,CP_0087,card,mobile
TXN_00000707,CUST_00406,20.03,USD,2024-04-01 08:42:00,CP_0146,wire,online
TXN_00000708,CUST_00312,43.25,EUR,2024-09-07 05:06:00,CP_0047,card,branch
TXN_00000709,CUST_00134,19.94,EUR,2024-12-26 01:30:00,CP_0134,card,online
TXN_00000710,CUST_00244,2328.53,EUR,2024-11-22 12:32:00,CP_0087,check,online
TXN_00000711,CUST_00245,277.62,USD,2024-04-17 07:36:00,CP_0194,wire,branch
TXN_00000712,CUST_00497,790.33,USD,2024-03-02 02:20:00,CP_0075,ach,atm
TXN_00000713,CUST_00258,104.97,USD,2024-11-26 19:44:00,CP_0152,card,branch
TXN_00000714,CUST_00447,1.86,USD,2024-01-16 14:59:00,CP_0153,atm,online
TXN_00000715,CUST_00125,1618.39,USD,2024-03-04 19:13:00,CP_0147,card,online
TXN_00000716,CUST_00015,18.89,USD,2024-02-28 04:31:00,CP_0104,ach,branch
TXN_00000717,CUST_00344,26.48,USD,2024-06-09 17:24:00,CP_0122,wire,atm
TXN_00000718,CUST_00490,7.55,EUR,2024-03-12 09:00:00,CP_0073,check,mobile
TXN_00000719,CUST_00167,179.15,USD,2024-08-19 22:17:00,CP_0132,wire,atm
TXN_00000720,CUST_00142,14872.62,USD,2024-10-24 14:36:00,CP_0004,ach,online
TXN_00000721,CUST_00329,7.7,USD,2024-12-05 04:55:00,CP_0067,wire,branch
TXN_00000722,CUST_00116,3.95,USD,2024-01-23 21:26:00,CP_0130,check,mobile
TXN_00000723,CUST_00102,17.86,USD,2024-06-21 05:24:00,CP_0089,ach,atm
TXN_00000724,CUST_00235,127.75,USD,2024-07-02 03:49:00,CP_0195,ach,mobile
TXN_00000725,CUST_00081,391.94,EUR,2024-10-17 23:27:00,CP_0069,card,branch
TXN_00000726,CUST_00314,151.61,EUR,2024-08-05 17:59:00,CP_0105,check,mobile
TXN_00000727,CUST_00216,94.78,USD,2024-10-10 05:01:00,CP_0177,card,branch
TXN_00000728,CUST_00099,7.27,USD,2024-08-30 11:33:00,CP_0179,ach,atm
TXN_00000729,CUST_00079,14.67,USD,2024-03-15 20:32:00,CP_0191,atm,online
TXN_00000730,CUST_00006,335.66,EUR,2024-10-12 01:53:00,CP_0134,atm,branch
TXN_00000731,CUST_00408,446.57,USD,2024-08-22 21:30:00,CP_0026,card,branch
TXN_00000732,CUST_00481,144.21,USD,2024-03-21 23:02:00,CP_0059,card,atm
TXN_00000733,CUST_00111,114.41,USD,2024-03-07 08:38:00,CP_0137,atm,online
TXN_00000734,CUST_00156,805.17,USD,2024-02-19 22:36:00,CP_0104,card,online
TXN_00000735,CUST_00218,1483.92,USD,2024-10-14 09:47:00,CP_0087,wire,mobile
TXN_00000736,CUST_00330,1330.62,USD,2024-02-08 04:10:00,CP_0127,wire,mobile
TXN_00000737,CUST_00431,2560.41,EUR,2024-12-11 14:26:00,CP_0116,card,atm
TXN_00000738,CUST_00269,1696.61,USD,2024-05-07 04:43:00,CP_0024,check,mobile
TXN_00000739,CUST_00337,1229.96,USD,2024-08-19 08:14:00,CP_0079,card,mobile
TXN_00000740,CUST_00049,9.29,USD,2024-12-08 00:23:00,CP_0096,atm,atm
TXN_00000741,CUST_00255,42779.86,USD,2024-01-29 19:45:00,CP_0190,check,branch
TXN_00000742,CUST_00376,70.85,USD,2024-07-03 15:59:00,CP_0153,card,branch
TXN_00000743,CUST_00385,71.51,USD,2024-04-12 02:32:00,CP_0056,atm,atm
TXN_00000744,CUST_00084,1777.18,USD,2024-07-14 06:49:00,CP_0128,wire,mobile
TXN_00000745,CUST_00272,73.85,USD,2024-06-09 08:01:00,CP_0094,wire,mobile
TXN_00000746,CUST_00472,725.13,USD,2024-02-16 12:25:00,CP_0185,ach,online
TXN_00000747,CUST_00362,116.27,EUR,2024-11-08 08:53:00,CP_0162,atm,branch
TXN_00000748,CUST_00250,200.1,USD,2024-01-01 03:35:00,CP_0132,check,online
TXN_00000749,CUST_00081,83.36,USD,2024-07-08 06:24:00,CP_0028,ach,online
TXN_00000750,CUST_00438,1818.35,USD,2024-05-28 02:46:00,CP_0189,ach,online
TXN_00000751,CUST_00078,60.55,USD,2024-06-11 17:37:00,CP_0058,check,mobile
TXN_00000752,CUST_00070,282.64,USD,2024-03-28 19:37:00,CP_0193,check,branch
TXN_00000753,CUST_00304,145.16,USD,2024-08-06 05:40:00,CP_0078,wire,mobile
TXN_00000754,CUST_00430,8.65,EUR,2024-09-03 09:55:00,CP_0155,wire,branch
TXN_00000755,CUST_00240,52.76,EUR,2024-07-31 22:06:00,CP_0199,card,branch
TXN_00000756,CUST_00318,24.59,USD,2024-04-20 12:12:00,CP_0169,ach,branch
TXN_00000757,CUST_00448,2.7,EUR,2024-05-07 19:34:00,CP_0122,wire,branch
TXN_00000758,CUST_00397,914.08,USD,2024-07-18 00:50:00,CP_0057,check,branch
TXN_00000759,CUST_00290,371.96,USD,2024-01-25 16:05:00,CP_0165,wire,mobile
TXN_00000760,CUST_00384,479.3,USD,2024-05-14 20:55:00,CP_0026,check,online
TXN_00000761,CUST_00099,65.05,USD,2024-05-13 14:16:00,CP_0187,check,online
TXN_00000762,CUST_00326,1225.46,USD,2024-12-29 01:49:00,CP_0016,card,branch
TXN_00000763,CUST_00009,151.52,USD,2024-06-09 13:57:00,CP_0150,wire,atm
TXN_00000764,CUST_00128,205.78,USD,2024-05-28 12:53:00,CP_0045,wire,mobile
TXN_00000765,CUST_00022,13.58,USD,2024-02-27 15:07:00,CP_0027,ach,online
TXN_00000766,CUST_00462,730.69,USD,2024-09-12 20:44:00,CP_0130,ach,online
TXN_00000767,CUST_00335,365.58,USD,2024-09-19 15:09:00,CP_0157,ach,mobile
TXN_00000768,CUST_00078,2615.16,USD,2024-11-30 15:02:00,CP_0003,ach,atm
TXN_00000769,CUST_00286,2363.65,USD,2024-02-04 13:28:00,CP_0001,atm,branch
TXN_00000770,CUST_00179,8.99,USD,2024-09-24 20:13:00,CP_0149,check,online
TXN_00000771,CUST_00096,2080.51,USD,2024-05-30 17:50:00,CP_0170,card,atm
TXN_00000772,CUST_00203,3705.46,USD,2024-02-27 02:03:00,CP_0064,card,branch
TXN_00000773,CUST_00441,777.79,EUR,2024-03-05 00:12:00,CP_0015,wire,mobile
TXN_00000774,CUST_00443,71.45,USD,2024-09-20 22:29:00,CP_0041,atm,atm
TXN_00000775,CUST_00423,109.66,USD,2024-05-19 22:48:00,CP_0130,wire,atm
TXN_00000776,CUST_00317,50.64,USD,2024-02-05 19:27:00,CP_0094,ach,mobile
TXN_00000777,CUST_00340,1257.7,USD,2024-04-23 21:11:00,CP_0074,atm,online
TXN_00000778,CUST_00273,23.22,USD,2024-02-05 14:32:00,CP_0014,wire,online
TXN_00000779,CUST_00222,69506.31,EUR,2024-02-21 02:31:00,CP_0047,card,atm
TXN_00000780,CUST_00264,145.89,USD,2024-01-26 23:14:00,CP_0090,check,branch
TXN_00000781,CUST_00216,2.78,USD,2024-03-25 03:29:00,CP_0181,card,branch
TXN_00000782,CUST_00480,197.57,USD,2024-06-04 14:22:00,CP_0131,card,online
TXN_00000783,CUST_00054,811.78,EUR,2024-03-14 03:15:00,CP_0117,check,atm
TXN_00000784,CUST_00407,76.3,USD,2024-01-21 16:53:00,CP_0144,ach,atm
TXN_00000785,CUST_00156,1322.65,USD,2024-07-26 17:55:00,CP_0080,wire,branch
TXN_00000786,CUST_00298,234.93,USD,2024-11-26 10:59:00,CP_0063,card,atm
TXN_00000787,CUST_00067,23.48,USD,2024-12-08 09:37:00,CP_0142,check,branch
TXN_00000788,CUST_00048,167.26,EUR,2024-01-25 19:09:00,CP_0098,check,branch
TXN_00000789,CUST_00148,991.33,EUR,2024-07-30 20:23:00,CP_0066,ach,online
TXN_00000790,CUST_00086,668.72,EUR,2024-07-22 18:59:00,CP_0020,card,branch
TXN_00000791,CUST_00386,13.81,EUR,2024-09-02 16:31:00,CP_0100,card,branch
TXN_00000792,CUST_00043,47.34,USD,2024-01-03 03:29:00,CP_0012,check,mobile
TXN_00000793,CUST_00245,219.89,USD,2024-09-12 23:35:00,CP_0071,card,branch
TXN_00000794,CUST_00083,434.96,EUR,2024-04-24 18:10:00,CP_0122,atm,mobile
TXN_00000795,CUST_00180,349.45,USD,2024-10-15 16:05:00,CP_0017,ach,online
TXN_00000796,CUST_00327,523.37,EUR,2024-10-06 03:14:00,CP_0119,ach,atm
TXN_00000797,CUST_00293,3.48,USD,2024-10-02 07:36:00,CP_0010,ach,online
TXN_00000798,CUST_00144,473.52,USD,2024-03-28 09:45:00,CP_0141,ach,branch
TXN_00000799,CUST_00084,440.06,EUR,2024-10-01 15:00:00,CP_0019,ach,atm
TXN_00000800,CUST_00080,27.98,USD,2024-09-21 03:10:00,CP_0185,check,online
TXN_00000801,CUST_00001,476.7,USD,2024-03-17 07:16:00,CP_0010,atm,atm
TXN_00000802,CUST_00111,6952.74,USD,2024-07-15 00:20:00,CP_0050,check,atm
TXN_00000803,CUST_00342,31.52,USD,2024-09-16 03:05:00,CP_0166,atm,atm
TXN_00000804,CUST_00085,29259.2,USD,2024-12-18 04:53:00,CP_0152,card,branch
TXN_00000805,CUST_00119,93.26,EUR,2024-10-27 03:04:00,CP_0126,wire,mobile
TXN_00000806,CUST_00017,55.89,USD,2024-10-12 03:36:00,CP_0180,ach,atm
TXN_00000807,CUST_00233,526.71,USD,2024-09-07 19:45:00,CP_0057,check,atm
TXN_00000808,CUST_00381,2836.49,USD,2024-08-31 20:16:00,CP_0084,card,mobile
TXN_00000809,CUST_00369,30.65,USD,2024-10-28 07:57:00,CP_0088,atm,branch
TXN_00000810,CUST_00171,54.25,USD,2024-11-05 11:05:00,CP_0164,wire,mobile
TXN_00000811,CUST_00012,8.82,EUR,2024-04-20 06:01:00,CP_0147,ach,online
TXN_00000812,CUST_00349,3796.94,USD,2024-08-30 07:51:00,CP_0034,atm,online
TXN_00000813,CUST_00391,118.37,EUR,2024-02-04 03:16:00,CP_0154,atm,mobile
TXN_00000814,CUST_00284,175.28,USD,2024-03-21 10:19:00,CP_0156,ach,online
TXN_00000815,CUST_00484,7.1,USD,2024-06-07 07:26:00,CP_0135,ach,branch
TXN_00000816,CUST_00087,85.77,USD,2024-01-04 21:56:00,CP_0074,check,online
TXN_00000817,CUST_00168,123.74,USD,2024-01-01 10:54:00,CP_0106,check,atm
TXN_00000818,CUST_00354,23.84,USD,2024-06-06 01:39:00,CP_0011,check,branch
TXN_00000819,CUST_00444,1845.94,EUR,2024-09-22 09:48:00,CP_0168,atm,mobile
TXN_00000820,CUST_00122,527.06,EUR,2024-02-08 23:16:00,CP_0106,wire,atm
TXN_00000821,CUST_00395,36.73,EUR,2024-05-09 16:00:00,CP_0009,check,online
TXN_00000822,CUST_00437,2203.41,USD,2024-09-30 16:13:00,CP_0077,ach,online
TXN_00000823,CUST_00367,2967.27,USD,2024-09-08 03:32:00,CP_0033,wire,atm
TXN_00000824,CUST_00100,543.88,USD,2024-07-26 18:29:00,CP_0051,ach,atm
TXN_00000825,CUST_00003,751.75,EUR,2024-06-13 11:04:00,CP_0098,check,online
TXN_00000826,CUST_00450,1061.93,USD,2024-03-05 18:06:00,CP_0121,ach,online
TXN_00000827,CUST_00461,326.41,USD,2024-05-10 07:26:00,CP_0173,ach,mobile
TXN_00000828,CUST_00027,91.34,USD,2024-08-09 16:48:00,CP_0112,card,mobile
TXN_00000829,CUST_00343,3.39,USD,2024-06-24 16:57:00,CP_0049,check,online
TXN_00000830,CUST_00058,14079.49,USD,2024-04-02 17:01:00,CP_0159,card,mobile
TXN_00000831,CUST_00097,0.79,USD,2024-10-27 10:01:00,CP_0080,wire,mobile
TXN_00000832,CUST_00460,114.27,EUR,2024-12-29 07:25:00,CP_0164,card,branch
TXN_00000833,CUST_00368,1352.74,USD,2024-09-28 23:50:00,CP_0124,wire,atm
TXN_00000834,CUST_00310,79.24,EUR,2024-11-02 03:27:00,CP_0165,atm,mobile
TXN_00000835,CUST_00144,343.88,USD,2024-08-09 21:32:00,CP_0146,check,atm
TXN_00000836,CUST_00467,109.33,EUR,2024-11-12 12:36:00,CP_0068,card,branch
TXN_00000837,CUST_00193,3030.54,USD,2024-03-20 23:00:00,CP_0122,ach,branch
TXN_00000838,CUST_00357,2155.14,USD,2024-09-15 15:34:00,CP_0078,atm,branch
TXN_00000839,CUST_00212,21.6,USD,2024-08-01 09:08:00,CP_0058,wire,branch
TXN_00000840,CUST_00478,572.96,USD,2024-06-10 18:11:00,CP_0050,wire,online
TXN_00000841,CUST_00333,113.83,USD,2024-01-03 12:26:00,CP_0177,check,branch
TXN_00000842,CUST_00107,885.8,USD,2024-10-30 02:02:00,CP_0021,check,mobile
TXN_00000843,CUST_00079,89.04,USD,2024-06-28 05:12:00,CP_0156,atm,atm
TXN_00000844,CUST_00276,5.51,EUR,2024-02-21 02:08:00,CP_0193,atm,mobile
TXN_00000845,CUST_00425,497.3,USD,2024-05-05 12:55:00,CP_0067,wire,mobile
TXN_00000846,CUST_00236,4.91,USD,2024-06-05 08:01:00,CP_0184,card,online
TXN_00000847,CUST_00460,172.06,USD,2024-08-27 12:32:00,CP_0066,card,mobile
TXN_00000848,CUST_00390,7395.26,USD,2024-04-18 19:28:00,CP_0027,ach,mobile
TXN_00000849,CUST_00061,1788.81,USD,2024-01-22 21:56:00,CP_0167,ach,online
TXN_00000850,CUST_00245,7916.21,USD,2024-05-07 13:23:00,CP_0153,atm,branch
TXN_00000851,CUST_00203,14200.02,USD,2024-09-13 05:06:00,CP_0152,atm,branch
TXN_00000852,CUST_00425,1945.46,USD,2024-04-14 18:22:00,CP_0032,check,online
TXN_00000853,CUST_00270,1762.59,USD,2024-08-05 09:25:00,CP_0027,card,online
TXN_00000854,CUST_00075,24.51,USD,2024-11-15 07:42:00,CP_0123,card,atm
TXN_00000855,CUST_00445,485.03,USD,2024-07-30 19:27:00,CP_0174,card,atm
TXN_00000856,CUST_00017,823.76,EUR,2024-10-19 03:01:00,CP_0162,check,branch
TXN_00000857,CUST_00037,301.91,USD,2024-12-14 10:34:00,CP_0179,card,branch
TXN_00000858,CUST_00388,7459.99,EUR,2024-08-25 19:04:00,CP_0156,check,branch
TXN_00000859,CUST_00234,197.86,USD,2024-04-20 09:58:00,CP_0048,check,online
TXN_00000860,CUST_00165,32305.48,EUR,2024-12-21 16:17:00,CP_0042,check,atm
TXN_00000861,CUST_00358,44.49,USD,2024-04-16 23:42:00,CP_0108,ach,online
TXN_00000862,CUST_00195,73.09,USD,2024-08-24 07:21:00,CP_0179,ach,atm
TXN_00000863,CUST_00270,102201.55,USD,2024-10-20 23:27:00,CP_0195,card,branch
TXN_00000864,CUST_00341,47.8,EUR,2024-01-20 18:41:00,CP_0004,ach,mobile
TXN_00000865,CUST_00087,15.79,USD,2024-08-09 15:46:00,CP_0069,ach,online
TXN_00000866,CUST_00218,15.12,EUR,2024-08-16 05:14:00,CP_0003,check,online
TXN_00000867,CUST_00356,157.25,USD,2024-02-26 00:34:00,CP_0056,check,online
TXN_00000868,CUST_00295,15778.58,EUR,2024-09-25 14:31:00,CP_0099,wire,online
TXN_00000869,CUST_00257,3315.02,EUR,2024-02-24 03:54:00,CP_0022,card,mobile
TXN_00000870,CUST_00322,58.48,EUR,2024-07-09 05:58:00,CP_0013,wire,online
TXN_00000871,CUST_00180,4.15,USD,2024-06-26 03:35:00,CP_0097,wire,atm
TXN_00000872,CUST_00373,5.35,USD,2024-05-23 13:17:00,CP_0071,atm,atm
TXN_00000873,CUST_00393,406.06,USD,2024-05-21 21:54:00,CP_0031,card,online
TXN_00000874,CUST_00326,334.1,EUR,2024-06-15 16:56:00,CP_0178,wire,atm
TXN_00000875,CUST_00198,101.04,USD,2024-03-19 11:54:00,CP_0070,atm,mobile
TXN_00000876,CUST_00090,7.47,EUR,2024-11-21 12:11:00,CP_0113,atm,atm
TXN_00000877,CUST_00164,921.67,USD,2024-11-28 15:17:00,CP_0114,atm,mobile
TXN_00000878,CUST_00273,38.67,USD,2024-02-23 01:45:00,CP_0079,ach,mobile
TXN_00000879,CUST_00175,231.95,USD,2024-03-13 16:32:00,CP_0016,card,branch
TXN_00000880,CUST_00155,9195.73,USD,2024-08-25 15:16:00,CP_0045,check,atm
TXN_00000881,CUST_00188,269.92,USD,2024-02-15 03:50:00,CP_0170,atm,mobile
TXN_00000882,CUST_00037,1537.15,EUR,2024-08-28 06:32:00,CP_0064,atm,branch
TXN_00000883,CUST_00124,65.05,USD,2024-12-05 00:35:00,CP_0126,card,atm
TXN_00000884,CUST_00063,4081.77,USD,2024-11-22 09:04:00,CP_0021,ach,mobile
TXN_00000885,CUST_00163,1354.55,USD,2024-07-18 10:06:00,CP_0099,card,mobile
TXN_00000886,CUST_00411,50.25,USD,2024-03-29 06:21:00,CP_0192,ach,online
TXN_00000887,CUST_00264,128.6,EUR,2024-09-30 05:25:00,CP_0189,ach,branch
TXN_00000888,CUST_00075,572.18,EUR,2024-09-18 22:58:00,CP_0133,ach,online
TXN_00000889,CUST_00468,107.86,USD,2024-05-18 03:10:00,CP_0026,atm,branch
TXN_00000890,CUST_00270,77.95,EUR,2024-07-07 08:23:00,CP_0055,card,online
TXN_00000891,CUST_00321,184.49,USD,2024-07-08 22:17:00,CP_0186,card,branch
TXN_00000892,CUST_00173,103.52,USD,2024-11-25 02:39:00,CP_0021,card,branch
TXN_00000893,CUST_00446,32225.48,EUR,2024-05-01 19:25:00,CP_0031,ach,online
TXN_00000894,CUST_00092,25.62,USD,2024-07-17 19:27:00,CP_0036,check,online
TXN_00000895,CUST_00373,181.23,USD,2024-11-12 17:44:00,CP_0093,check,atm
TXN_00000896,CUST_00165,4.22,USD,2024-07-13 12:12:00,CP_0179,wire,mobile
TXN_00000897,CUST_00475,293.56,USD,2024-05-21 04:25:00,CP_0135,ach,atm
TXN_00000898,CUST_00360,812.53,USD,2024-02-27 13:07:00,CP_0153,atm,mobile
TXN_00000899,CUST_00005,342.19,USD,2024-04-24 04:04:00,CP_0066,ach,branch
TXN_00000900,CUST_00081,531.36,USD,2024-11-07 23:54:00,CP_0129,atm,atm
TXN_00000901,CUST_00236,364.96,USD,2024-11-20 02:10:00,CP_0046,card,atm
TXN_00000902,CUST_00469,54.86,EUR,2024-01-04 20:57:00,CP_0035,check,atm
TXN_00000903,CUST_00463,193.83,USD,2024-06-19 02:22:00,CP_0144,wire,branch
TXN_00000904,CUST_00266,141.09,USD,2024-02-07 15:45:00,CP_0103,wire,branch
TXN_00000905,CUST_00177,1904.46,USD,2024-05-03 01:10:00,CP_0003,check,mobile
TXN_00000906,CUST_00048,590.49,EUR,2024-02-12 20:35:00,CP_0117,check,atm
TXN_00000907,CUST_00027,252.46,EUR,2024-07-28 02:31:00,CP_0035,check,online
TXN_00000908,CUST_00438,103.98,EUR,2024-12-19 03:22:00,CP_0109,check,online
TXN_00000909,CUST_00180,23.91,EUR,2024-04-08 14:43:00,CP_0181,ach,branch
TXN_00000910,CUST_00463,400.53,EUR,2024-01-17 22:03:00,CP_0103,atm,branch
TXN_00000911,CUST_00089,9415.67,EUR,2024-03-07 06:19:00,CP_0159,card,online
TXN_00000912,CUST_00478,1314.18,USD,2024-08-26 04:02:00,CP_0002,card,online
TXN_00000913,CUST_00210,1635.58,USD,2024-03-03 07:43:00,CP_0132,check,online
TXN_00000914,CUST_00390,25.25,USD,2024-08-10 02:49:00,CP_0137,wire,online
TXN_00000915,CUST_00483,205.16,USD,2024-10-21 21:12:00,CP_0029,atm,branch
TXN_00000916,CUST_00461,10.28,USD,2024-08-18 06:52:00,CP_0004,ach,branch
TXN_00000917,CUST_00440,16.77,USD,2024-12-30 03:22:00,CP_0014,card,mobile
TXN_00000918,CUST_00113,2270.17,USD,2024-11-09 23:15:00,CP_0058,wire,online
TXN_00000919,CUST_00485,230.12,USD,2024-02-23 15:41:00,CP_0097,check,atm
TXN_00000920,CUST_00292,180.48,USD,2024-07-27 00:44:00,CP_0137,ach,atm
TXN_00000921,CUST_00288,109.8,USD,2024-07-25 07:13:00,CP_0029,card,branch
TXN_00000922,CUST_00184,65.41,USD,2024-05-13 23:41:00,CP_0068,wire,mobile
TXN_00000923,CUST_00140,91.72,USD,2024-05-23 20:38:00,CP_0137,ach,online
TXN_00000924,CUST_00245,633.37,USD,2024-09-13 00:57:00,CP_0106,check,branch
TXN_00000925,CUST_00255,195.07,USD,2024-10-10 17:08:00,CP_0030,card,online
TXN_00000926,CUST_00002,2188.04,USD,2024-12-26 09:13:00,CP_0194,card,mobile
TXN_00000927,CUST_00353,119.48,USD,2024-07-02 12:51:00,CP_0104,check,branch
TXN_00000928,CUST_00043,74.42,USD,2024-10-24 20:30:00,CP_0073,card,atm
TXN_00000929,CUST_00487,394.85,USD,2024-12-12 04:26:00,CP_0128,card,mobile
TXN_00000930,CUST_00410,165.96,EUR,2024-06-15 16:28:00,CP_0167,check,online
TXN_00000931,CUST_00288,79.89,USD,2024-11-20 12:30:00,CP_0016,ach,atm
TXN_00000932,CUST_00011,30.03,USD,2024-10-26 13:45:00,CP_0133,atm,atm
TXN_00000933,CUST_00160,2.83,USD,2024-11-15 19:22:00,CP_0018,ach,online
TXN_00000934,CUST_00285,249.09,EUR,2024-05-16 11:44:00,CP_0166,ach,online
TXN_00000935,CUST_00133,426.25,USD,2024-02-15 14:01:00,CP_0146,card,online
TXN_00000936,CUST_00071,35.24,USD,2024-05-20 20:21:00,CP_0150,ach,mobile
TXN_00000937,CUST_00139,223.22,USD,2024-09-21 20:22:00,CP_0104,ach,online
TXN_00000938,CUST_00140,10.59,USD,2024-02-15 13:34:00,CP_0052,ach,online
TXN_00000939,CUST_00268,105.37,USD,2024-12-03 14:14:00,CP_0176,wire,mobile
TXN_00000940,CUST_00322,4.3,USD,2024-10-04 18:50:00,CP_0121,check,online
TXN_00000941,CUST_00128,41.1,USD,2024-08-28 09:00:00,CP_0012,atm,online
TXN_00000942,CUST_00129,129.4,USD,2024-02-03 01:19:00,CP_0143,check,mobile
TXN_00000943,CUST_00041,73.72,EUR,2024-12-27 04:32:00,CP_0192,card,branch
TXN_00000944,CUST_00151,82.42,USD,2024-08-23 21:51:00,CP_0025,wire,online
TXN_00000945,CUST_00322,255.1,USD,2024-08-05 03:52:00,CP_0038,atm,online
TXN_00000946,CUST_00320,470.94,EUR,2024-01-12 18:19:00,CP_0100,check,online
